STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : DENIZLI CARDAK ILCE GIDA TARIM VE HAYVANCILIK MUDURLUGU
EARTHQUAKE DATE         : 2019/08/08 11:25:30 (GMT)
EPICENTER COORDINATES   : 37.85100N-29.58400E
EARTHQUAKE DEPTH (km)   : 10.92
EARTHQUAKE MAGNITUDE    : 6.0 Mw
STATION ID              : 2005
STATION COORDINATES     : 37.82446N-29.66813E
STATION ALTITUDE (m)    : 863
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 52709/101159
RECORD TIME             : 08/08/2019 11:25:27.00 (GMT)
NUMBER OF DATA          : 3776
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 423.363542 (E-W) 274.004174 (U-D) 347.534292
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
  -37.435802     -1.797309     3.181414
  -35.212814     -1.102658     2.374496
  -29.529564      4.400757     0.613570
  -23.945846     18.614730    -3.379441
  -20.996242     33.390556    -1.503129
  -19.484278     41.215972     5.312666
  -21.731954     39.878386     5.404662
  -25.484838     34.139782     1.677766
  -19.081988     33.354693     5.595672
   -6.941055     39.539506    13.856642
    1.782496     40.773402    12.922384
    6.531749     34.090405     3.081881
    3.750025     22.681025    -8.303850
   -8.365960     10.023456   -15.255300
  -14.605867      2.569664   -12.367287
   -9.078803      0.235189    -3.445709
   -8.364661     -3.193109     1.770282
   -8.797096    -12.102212    -0.942834
    0.049896    -20.282880    -5.136209
    6.930660    -24.304737    -4.937143
    6.497965    -26.778766    -1.033791
    4.891145    -28.623892     1.376049
    6.789547    -34.211508    -1.185299
   13.146138    -40.522361    -6.064230
   20.661521    -39.912429    -7.216784
   25.651419    -32.544137    -6.396612
   25.137642    -23.859827   -12.030226
   22.009243    -19.657616   -14.400044
   21.067449    -15.276610   -12.560115
   20.184906     -8.931713   -16.985561
   17.546895     -7.131805   -15.412785
   15.652132     -1.712849    -7.449634
   13.920571     13.945000     0.631761
    9.960046     35.414738     7.302284
    6.204823     52.966831     2.449081
   -1.533014     52.249570     1.213626
  -11.811410     40.679846     9.584264
  -10.716288     34.709172    12.335322
   -2.740663     31.966950    13.263342
    0.850577     21.315631     9.563214
    3.395553      2.676213     1.438679
    7.069434    -11.792958    -0.849538
    1.154114    -17.973093     1.833952
  -17.068461    -16.763366     2.734166
  -35.060006    -14.251915    -0.865650
  -45.398693    -16.135763    -4.420508
  -46.696518    -15.940595    -8.292935
  -41.753658    -14.484504    -4.064476
  -28.586730    -14.536740     6.393754
  -10.574395    -15.971261     3.004698
   -1.114612    -17.101726    -1.712589
    4.323314    -12.270612     0.797563
    7.528117    -11.294774    -1.443877
    2.720392    -21.399312    -3.442591
   -2.897369    -29.908464    -7.826456
   -5.784342    -30.708366    -7.257585
   -1.961032    -25.410773     8.419495
    8.825683    -16.200732    17.896170
   11.253194     -4.422067    16.251928
    3.235209     11.188225    10.568938
   -6.531749     22.401397    -1.481819
  -18.813536     23.550314   -10.378968
  -27.535527     16.570017   -12.805439
  -27.096595     11.279961   -14.386531
  -21.647494     14.509193    -7.021097
   -7.841269     16.767004     7.502649
   10.362855     19.579653    12.072326
   19.053402     25.267581    10.720966
   21.287045     30.535547    10.622732
   25.052143     34.436301     4.336567
   26.259271     28.681325    -0.830307
   23.702861     15.264655     0.629422
   19.032092      6.325666     0.162683
   14.712936      4.206109     0.387736
   14.164336      4.993796     3.303037
   10.447575      7.149736     3.831626
    2.192062      5.845153    -1.600323
   -2.527304      1.321734    -5.535900
   -2.814988     -0.898135    -3.026787
   -2.698303     -4.470924    -4.177523
   -3.208182     -7.579313    -5.610485
   -4.097221     -2.304849    -7.294747
   -8.424433      3.401270    -8.593873
  -10.967329      1.553545     0.429317
   -5.391928     -4.993277     6.655190
   -1.791592    -13.964231     4.914794
   -4.677526    -18.093156    -1.249489
   -7.380507    -19.872534   -11.386771
  -12.207722    -25.967689   -10.388843
  -15.988673    -30.484612     1.031972
   -7.268240    -28.657936    11.633914
    7.100100    -19.772222    15.923184
   11.570764    -12.102472    11.131571
    8.311386    -10.005784     7.308001
    2.732087     -6.889859     9.494086
   -8.055927     -1.454272    14.360023
  -14.810130      4.164269    19.626951
  -10.033331      9.960566    20.663860
   -3.913748     15.949171    17.796117
   -0.984154     19.208029    10.722005
    1.091483     16.695798    -1.310820
    1.651778      8.923137    -9.741489
    3.166341     -0.505721   -15.158885
    6.732633     -8.489662   -17.204637
    8.030719    -11.281001   -11.061145
    7.193915    -10.597264    -7.233936
    6.609712    -13.923950    -6.503422
    6.684036    -19.019358    -4.132824
    9.349335    -18.236089    -0.363828
   10.005524    -12.567912     7.475622
    7.354519     -9.687695    11.736825
    7.842568     -8.094389    10.674188
    6.107369     -1.518981    12.974619
    1.086286      7.043186    15.331184
   -0.291582     12.500603    14.521927
   -2.676993     10.853503    12.138075
   -5.920778      3.146071     6.825669
   -1.737278     -2.731047     3.824610
    6.283306     -5.758614     2.752357
    4.999774     -5.552532    -0.603434
   -5.937670      0.317830    -1.557443
  -12.468639      6.950410    -0.643455
   -8.005251     14.056487    -3.810057
    1.158532     20.236362   -12.202265
    4.867756     22.887627   -14.307528
    1.490654     24.248603    -6.475355
   -1.760407     18.924503    -0.455305
   -2.822004     10.877672     6.582165
   -3.629442     10.197054    13.711370
   -1.415290     10.160151    13.830654
    5.397905      6.370885    12.188491
   13.031012      3.551999     4.004964
   14.860027      1.641383    -9.637019
    9.606353      0.781450   -16.656037
    3.385937      2.839416   -19.653718
   -3.190250      5.344111   -16.743615
   -7.259664      5.026281    -6.840223
   -6.254460      1.147617    -2.205056
   -4.416869     -4.496912    -0.732074
    0.437633     -8.001873     0.713882
    8.064243     -5.592293    -2.557190
   11.831940      4.092023    -2.376575
    9.427558     13.207469    -0.539245
    7.028893     15.824430    -5.380493
    9.499544     16.463468   -10.111034
    8.621679     14.263089   -14.923697
   -2.194661      7.068914   -14.911742
   -7.590487     -2.626577    -5.450140
    4.300704    -11.163017    -2.060045
   15.154987    -16.255046    -3.030166
   14.870162    -20.475189    -2.761453
   11.923417    -21.516776    -4.558243
    3.088118    -15.411226    -6.474576
  -11.942128     -8.763312    -9.329065
  -23.311227     -2.625537   -11.079076
  -28.537093      2.503655    -8.120117
  -24.170120     -2.311086     3.977677
   -9.642996     -9.755523    16.203071
    2.659581    -12.367287    19.728562
    6.515896    -10.929127    18.213480
    4.073052     -8.190024    13.752171
   -0.895536    -10.584530    14.145105
   -3.364628    -11.581938    12.492287
   -3.424139     -8.621679     6.495626
   -3.127360     -4.839949     8.513311
   -1.834732      0.326925     9.328025
   -0.674121     -0.105510     7.482638
   -0.016632     -5.089691     7.466526
    0.160604     -6.185073     1.903079
   -3.623205     -4.196494    -1.343564
   -6.942094     -1.274697     1.408793
   -6.659608      3.154387     3.153088
   -4.359956      5.487823     5.846453
    0.890339      0.982075     5.904665
    4.616975     -4.495092    -1.082388
    9.620387     -5.667657    -4.594106
   20.297953     -3.005997    -2.494559
   26.118158      3.908810    -6.320209
   22.285492      5.979510    -9.921324
   15.148230      5.043953    -9.499284
    0.351354      7.298126   -10.168727
  -16.746994      5.098007    -2.564466
  -20.679193      3.003918     5.242759
  -22.234816      1.930106     4.397379
  -26.647268     -2.601889     4.301744
  -24.721579     -4.669210    -0.520014
  -22.213506     -5.201958    -8.386491
  -24.393614     -4.416350    -8.400004
  -25.896743      0.699069    -8.673655
  -23.378795      6.661427   -12.875866
  -17.511292     10.242012   -13.453053
   -4.494313     13.009702    -9.478234
   10.061398     16.987640     0.084980
   18.186192     20.325240     7.892464
   23.964817     19.360317     8.113620
   27.534228     15.038562     8.631815
   27.989013      9.341539     8.210814
   22.672189      0.185292     9.677040
   11.559329     -9.365447    11.457717
    0.253900    -16.590028     5.506794
   -8.004212    -20.600970     0.210240
   -6.180915    -19.591347    -5.985487
    2.024442    -18.265195   -11.147164
    7.722505    -16.961132    -6.980556
   10.054901    -13.908617    -2.774967
    7.350621     -9.309574    -0.405668
    6.622446     -1.680625     1.415030
    8.712117      5.068381     1.348762
    1.493513      7.919752     4.108915
   -8.724331      4.791092     6.798122
   -7.085287     -2.767170     5.575921
    0.698549     -7.003945     2.998201
    3.441031     -8.849072     0.078743
    1.572256    -13.703834    -2.631515
   -2.106823    -18.430997    -5.673895
   -4.393740    -16.085347    -6.003938
   -4.820458     -9.129739    -0.497405
   -4.883868     -6.464180     4.732880
   -1.803806     -9.665865     8.140647
    3.127880    -13.576754     6.424159
    3.443370    -16.285452     0.011435
    1.159311    -12.983455    -3.432455
    4.025235     -2.967016    -5.141147
    7.175204      7.452753    -1.291329
    5.271085     21.595519     1.778858
    3.877365     33.198507    -1.824077
    3.716761     38.670477     0.594339
    2.625797     44.698064     1.909576
    0.181914     44.403624    -3.860213
   -4.002366     37.874214    -6.696251
   -7.157272     30.752805    -7.792932
   -6.086839     19.596545    -5.297853
    0.858893      5.636212    -3.207142
    5.976391     -6.592560    -7.469385
    4.058759    -16.814042    -9.883642
    4.545768    -22.641004   -10.203551
    9.471737    -22.390223    -8.920278
   12.953309    -16.690860    -4.856062
    9.850898     -6.309034     1.007283
   -0.150989      3.042380     6.209501
   -8.701202      5.032778     3.849298
  -12.085060      2.094349    -1.625531
  -13.015940      0.146831    -3.024449
  -13.252428     -2.183746    -2.329018
   -9.521893     -4.941561    -3.724037
    1.093822     -6.158045    -6.074365
   11.325959     -9.129739    -4.156733
   14.150303    -12.186672    -2.224027
   10.961092    -10.606880    -3.696750
    5.046811     -3.360469    -3.228192
   -2.162437      7.740696    -1.761446
   -8.512531     12.914068     1.601622
   -7.166888     10.881050     5.953522
   -0.912948      7.890385     3.270032
   -0.404109      0.406448    -0.590700
   -2.508073     -7.128686    -1.374489
   -6.042400    -10.489155     0.920484
  -16.127707    -10.191077     7.053062
  -25.086187     -3.992230     5.318123
  -27.467959      0.317050    -0.080042
  -27.995770      1.135662    -0.474276
  -22.222602      0.778072    -0.334722
   -4.819419      0.504421     3.524972
   12.894317      4.295507     5.399984
   19.869156      5.341772     4.152575
   19.707253      3.270032     5.067342
   15.056234      3.575128    -0.813935
    3.807718      3.225074    -7.018498
   -5.816047      2.005991    -2.720912
   -7.820219      3.943893     3.799921
   -5.259651      6.823850     3.755483
    2.490401      5.771868    -0.522613
   12.147950      4.088385    -4.568638
   14.728269      2.276003    -6.176497
   13.415890     -0.787167    -2.469091
   15.967623      0.698289    -0.584203
   14.147964      5.139328    -0.838103
    8.618041      7.649479     6.636219
    8.055667      8.785662    12.947852
    6.990172      5.528883    11.143006
    6.911169     -1.630468     7.540071
    7.529936     -5.357884     3.147630
    5.251335     -4.384125    -0.123961
    8.430670     -0.819392    -1.067835
   12.203304      7.314758    -1.700115
    7.675727     18.394874    -3.082661
    4.164529     22.371252    -5.101905
    7.789033     17.423453    -5.934551
   11.166655     11.722532    -6.598017
    8.784362      8.757595    -5.336314
    3.219356      6.855815    -1.414251
   -1.678286      2.830320    -2.101365
   -6.126600     -2.758334    -4.146338
  -11.454858     -9.604014    -2.627616
  -16.534674    -18.520134    -2.644768
  -19.600183    -25.018619    -1.077190
  -16.536493    -25.538373     0.897875
   -9.287224    -22.449215     0.869029
   -3.702468    -17.078857     0.576927
    0.396312     -8.895330    -4.151015
    0.660867     -0.185812    -6.401030
   -2.843574      7.072293    -4.169467
   -4.534074      8.497198    -1.198813
   -2.456098      4.981062     3.076944
   -0.991951      3.568891     1.994816
   -2.620080      3.793944    -0.527031
   -2.687648      3.586303    -0.725057
   -0.094335      3.790046    -2.015606
    2.000533      5.934291    -0.088358
    1.581611      8.107123     2.641130
   -2.483125      8.871421     2.145804
   -8.852190     10.198613    -0.200885
  -15.160185      9.377921    -4.033291
  -20.798996      8.123495    -5.706119
  -23.116319      8.012528    -5.654664
  -18.609532      5.236262    -7.045006
  -10.521640      4.211047    -8.915600
   -5.418435      4.220922   -12.334542
   -4.818899      0.597197   -14.136529
   -5.599310     -2.998721   -10.671329
   -5.255752     -6.000040    -6.491468
   -3.409326    -10.227199    -1.267940
   -1.876312    -15.684876     4.155173
   -1.148396    -21.852017     4.250028
    1.763265    -27.988753     3.024449
    6.214699    -30.823231     4.342025
    7.510445    -27.126481     5.602948
    3.993790    -22.117352     5.690267
    0.097974    -21.504302     2.294454
    0.174637    -23.291736    -2.615142
    1.927508    -24.426879    -2.910103
    3.442850    -24.611132    -0.704007
    4.550446    -23.019905     2.043413
    3.908810    -20.840576     4.494053
    4.002626    -20.068482     6.767197
    7.346723    -15.796364     6.885181
    9.481872    -10.389103     0.564193
    7.214445     -9.609472    -2.722991
    3.759641     -7.752131    -0.587582
    0.507020     -3.285625     1.395280
   -2.125794      3.813955     7.382846
   -2.431929     12.922384    11.432509
   -2.180628     18.431776     9.423400
   -3.934538     19.484798     8.838937
   -6.938716     17.381613     5.850351
  -10.133384     14.870942     1.038468
   -9.740450     15.013094    -0.696210
   -4.289530     15.193449    -1.431662
    2.170233     11.965257     2.049130
   10.542950      7.334768     7.494593
   20.353567      5.049150     9.617268
   26.445084      7.094902     9.934058
   28.407935     11.787761     9.138575
   28.390003     16.647201     5.370878
   25.463268     21.687515     2.468831
   19.698417     24.311233     2.345390
   12.227213     19.872794     0.725577
    5.391668      9.404429    -1.722465
    3.582404     -0.308214    -5.167914
    3.527570     -2.747680    -7.436900
    1.589668      1.527037    -6.788767
    1.751311      6.282007    -6.597497
    1.796530      8.989405    -4.951956
   -1.482598      8.118038    -3.559016
   -2.835778      4.872954    -5.992244
   -2.267427      3.167121    -6.449368
   -2.944406      1.754430    -3.904392
   -5.278362      1.115132    -2.918679
   -9.744608      1.723504    -2.270805
  -12.343378      1.833692    -0.586283
  -11.561928      3.858654     2.555630
  -10.246430      6.254200     5.412458
   -6.666885      6.789547     3.755483
   -3.063430      7.961072     0.437113
   -4.271078      7.276556    -0.762739
   -6.724837      3.154647    -2.154380
   -7.536693     -2.479486    -2.111501
   -7.244851     -8.891172     0.719080
   -6.249262    -14.320262     4.961572
   -4.776539    -15.332743     8.641690
   -4.622432    -10.982922     7.769023
   -5.794737     -5.081635     7.611018
   -4.060578      1.531455     8.862325
   -1.897362      6.642456     6.923383
   -2.978970      6.901553     6.475355
   -5.215731      4.059279     5.871141
   -6.645055     -2.048091     3.674921
   -5.759654     -8.335815     2.541077
   -2.973253    -11.054128     0.961545
   -2.492480    -12.731114     0.219336
   -6.176757    -12.859234     0.968042
   -9.600896    -12.520874     2.287437
  -11.258651    -13.546608     4.570197
   -9.862332    -12.838184     6.711324
   -1.931146    -10.681464     7.309041
    6.180395     -8.573602     8.361023
   10.207449     -7.349062     8.618561
   14.914601     -6.080342     5.613863
   20.079396     -2.452719     4.036669
   21.786269      1.028073     2.829021
   19.810684      2.307448     0.379680
   16.653698      2.822784    -0.773134
   13.253467      3.825649    -3.548361
   10.194455      4.178822    -2.805892
    9.820492      2.318363     2.402043
   11.656783     -0.012474     1.830314
   11.955641     -0.716741    -1.518981
   11.255273      0.596937    -4.075131
    8.508113      2.526784    -7.592047
    1.246370      5.226126    -7.261483
   -3.588641      8.793198    -2.824863
   -3.915047     10.428864     1.850844
   -3.191549     10.894564     5.234962
   -1.443617     12.014633     4.212606
   -2.120336     14.347030    -1.119550
   -5.752118     14.940848    -3.267693
   -8.610765     10.748253    -0.180874
  -10.306982      6.173638     2.144505
  -11.280481      2.826942     2.943627
  -10.652618      0.187111     0.619547
   -9.649233     -0.977917    -5.167914
   -8.601409     -0.308994    -7.547088
   -6.302537      4.161930    -8.140907
   -6.503422      7.328012    -6.576187
   -8.489402      6.049937    -1.434001
   -6.118024      4.945719     0.580305
   -1.801207      3.624764     1.803287
   -0.428797      1.928547     2.015346
   -1.380207      0.953749    -0.586023
   -3.695971     -2.667118    -1.037429
   -8.220949     -8.507333     0.117724
  -13.284133    -11.870142     1.135922
  -14.630295    -12.163283     1.208168
  -12.823111    -10.335308    -0.949331
  -12.008396     -7.141940    -3.832926
  -10.979543     -2.674654    -4.126587
   -8.200159      1.766644    -1.643982
   -6.986273      2.432709     3.134636
   -8.398705      0.970900     7.911695
   -9.192369      0.527810     8.204057
   -5.938449      0.911129     5.773687
   -0.514556     -0.632281     1.515343
    2.372157     -5.056167    -4.140880
    1.970907    -10.352720    -6.547601
    0.588362    -17.522986    -7.376609
   -0.894497    -24.015234    -7.820998
   -0.898915    -24.616589    -6.980816
    2.907504    -19.704914    -5.547854
    9.698350    -11.775287    -0.250781
   17.757915     -4.284332     4.372690
   22.470265      0.338620     4.339426
   22.171146      4.471963     2.727149
   19.859021      8.437427     1.023396
   17.114460     10.864418    -0.484671
   16.325993     11.527104    -3.912968
   16.882130     10.423407    -5.611524
   16.493094     11.072319    -3.924922
   15.291163     12.393534    -0.673861
   14.601449     11.647947     1.599803
   12.770876     10.527617    -1.743515
    5.216511      9.219656    -5.978211
   -6.636479      9.318150    -7.762786
  -17.368619     11.117798    -8.192363
  -23.421675     13.341825    -7.403636
  -23.893871     15.296100    -5.530442
  -20.157360     14.077277    -1.921531
  -12.237868      9.230051    -0.117724
   -3.007297      2.412178     0.934518
    3.672582     -5.126334     2.430889
    7.880250    -12.048937     2.521327
    9.997728    -16.582491     6.478214
   13.563500    -18.716082    10.497991
   15.757902    -19.389943     8.391168
   12.442651    -17.540138     5.102945
    9.522673    -15.137575     2.339673
    6.112567    -11.966296    -0.540024
    1.864877     -6.624784    -1.873973
    2.226886      1.171266    -1.963890
    3.714162     11.673675    -2.462594
    2.931413     18.604335    -1.266121
    3.304076     20.709078     1.196214
    2.076417     19.080689     0.863311
   -3.840462     13.751132    -0.814974
   -7.677546     10.001366    -1.758328
   -7.435081      8.714455    -2.739363
   -5.280441      6.287464    -3.875546
   -2.841235      2.513270    -4.026794
   -5.916360      0.593559    -2.883075
  -12.665885      1.001306    -2.596171
  -17.306249      3.003398    -1.919192
  -19.893844      3.960006    -0.181914
  -19.212187      1.749492    -2.556150
  -15.622766     -0.697510    -4.850344
  -10.101159     -0.849018    -5.247177
   -3.756522      1.412951    -6.361789
    0.701408      2.917639    -3.595918
    2.961298      1.085246    -1.100839
    2.709478     -3.370345     0.616948
    2.166335     -7.215225     1.236755
    2.970134     -8.665079    -0.263515
    3.543163     -8.270066     3.179855
    3.710524     -6.322807     5.940788
    3.903612     -4.733660     4.007563
    1.317057     -4.471963    -0.104471
   -3.127620     -6.172339    -4.860220
   -4.132824     -7.605820    -4.996915
   -3.287184     -6.643236    -1.555104
   -3.715981     -5.515629     0.580825
   -7.420008     -4.197793     0.726356
  -11.871701     -2.886454     0.068348
  -13.143019     -2.800175    -1.936344
  -14.933312     -4.520560    -2.686868
  -17.604328     -5.676753    -0.600316
  -15.903953     -4.371391     0.860453
   -7.938463     -3.306935     2.554331
    2.128653     -2.515349     2.509892
    9.502662     -1.675167     0.330044
   13.364435      0.994289     0.213879
   13.955915      7.500310    -2.337594
   10.108436     13.395100    -6.416103
    4.721965     15.597558    -7.580352
    3.043420     14.808571    -8.239140
    4.720146     11.456418    -5.171292
    7.784096      4.994576     0.603694
    8.402863     -4.272378     3.067328
    4.793171    -13.560642     5.951183
    0.796003    -19.757409     8.275523
   -1.586029    -21.717401     6.205343
   -2.028340    -21.512618     4.063957
   -0.899434    -19.900341     1.451413
   -0.021830    -15.504782    -1.315757
   -0.246363    -10.039568    -1.838110
    0.064449     -4.610998    -3.434534
    1.517422      1.201671    -5.362562
    4.542910      5.639331    -4.224301
    8.060605      7.360756     0.262736
    9.080102      7.435861     6.082421
    8.825163      7.254207     9.571790
    7.785655      6.571510     9.418722
    6.159345      3.983914     5.875039
    5.856068      0.171519     0.575368
    7.210287     -0.491687    -1.260663
    9.075944      2.248976     0.055874
    8.907024      3.665045    -1.151255
    5.843594      1.761186    -3.452986
    1.273137     -2.659581    -2.905165
   -3.046018     -6.879464     0.389296
   -5.454818     -8.059825     3.354492
   -5.165835     -4.197793     2.920238
   -5.085273      4.105017    -0.075624
   -7.142719     11.313745    -3.821491
   -9.977458     13.364694    -5.179868
  -13.573895     12.007357    -5.409860
  -16.667471      9.465500    -8.615962
  -17.743622      5.054348   -10.083487
  -16.667731     -0.642156    -7.651299
  -15.239187     -5.724051    -3.812396
  -14.002693     -8.980569     0.179835
   -9.823870     -8.344910     0.354472
   -4.190777     -4.960532    -1.588108
    0.478693     -2.628136    -0.802240
    4.877631     -0.963624     1.079009
    5.783563      0.849278     2.400224
    1.743775      0.974019     2.186085
   -2.583177      0.484411     1.249748
   -3.568111      2.497158     1.609418
   -1.047304      3.597997     1.711290
    1.474802      0.693872     2.409060
    0.870068     -2.038475     1.982342
    2.302510     -3.820192    -1.788214
    9.103231     -4.871914    -4.100339
   13.759967     -3.620087    -4.859700
   12.870149     -2.347469    -4.555644
   10.379228     -2.354486    -0.982855
    8.348809     -0.651252    -1.381766
    6.388816      2.225067    -4.819159
    6.176237      4.820718    -3.805639
    8.631295      6.076704    -2.567845
   10.509426      4.235995     0.666844
   13.238394      2.856828     4.995616
   16.463208     -0.554318     3.534847
   15.546882     -6.053055     3.084480
   14.080396     -6.375822     3.852936
   11.782044     -4.357877     0.597457
    4.231057     -5.283040    -0.402809
   -1.449854     -8.239140    -0.580305
   -1.853443    -11.333756    -1.740656
   -0.312372    -12.726956     0.996628
    3.458963     -9.230051     3.619567
    6.410386     -0.872147     4.839949
    5.132311      8.176250     7.108156
   -0.300678     13.853003     7.424426
   -8.464714     14.797396     7.478480
  -13.389903     11.707199     9.338160
  -11.000074      7.546308     8.807232
   -4.941301      5.514070     6.490168
    1.473762      5.786161     3.658808
    4.995356      8.563467     0.709724
    4.829554     11.713436    -0.009615
    3.136715     10.749292     0.351873
   -1.768463      6.722498     1.108895
   -6.309294      2.926215     1.653597
   -6.058772      0.859933     1.101878
   -4.670769      1.286651     0.709984
   -4.541870      1.243252     1.821998
   -3.489888     -0.773654     3.587862
    1.038468     -1.939202     4.377108
    6.426238     -0.839143     4.404915
    9.048657      1.547308     3.242485
   10.763066      4.378927     1.108375
   11.912502      6.828268    -0.794964
    9.562174      7.163510    -3.628922
    5.465733      6.048897    -6.818653
    3.779651      5.466253    -7.970947
    0.985713      4.794211    -6.824370
   -6.223275      2.716754    -3.215718
  -13.033091     -0.280407     0.916846
  -15.739191     -3.428038     2.000793
  -13.896923     -5.940528     2.234163
  -10.270339     -5.292915     4.171286
   -9.031765     -2.551213     4.862039
   -8.753437     -0.703487     4.186878
   -5.483665      0.504161     3.300958
   -1.543410      0.626044     1.540811
   -1.385144      0.440232     1.633327
   -1.775999     -0.641636     3.243525
    0.198546     -3.579286     2.470651
    0.827188     -5.817087    -0.609152
   -0.744288     -6.739390    -4.345663
   -0.971680     -6.614909    -4.849305
    0.534827     -6.826189    -2.050170
    1.662953     -8.872721    -1.622412
    2.730788    -10.314518    -3.048617
    2.849291     -9.685876    -3.577727
    0.491687     -8.410139    -2.426991
   -1.375269     -6.241986    -1.305362
   -2.189724     -3.132038    -2.078496
   -3.347736      1.245850    -2.199599
   -1.866437      6.703267    -1.593566
    1.956614     11.680692    -0.853696
    4.270299     15.812996    -0.759361
    4.168947     17.244138    -1.291849
    2.734166     17.564047    -0.790286
    1.924389     17.473610    -1.621373
    3.056933     14.513091    -1.726103
    5.741203     10.957974     0.492727
    7.313199      7.326712     1.005204
    6.907791      3.201685     0.929060
    7.395060      0.229731     0.098234
    6.763559     -1.307701    -2.939209
    4.195974     -2.207655    -3.378141
    3.485990     -4.948318    -1.732340
    1.646321    -10.906518    -1.652558
   -0.520014    -17.327039    -0.246883
    2.104744    -19.744155     1.619294
    4.682724    -18.001940     3.471957
    2.914001    -14.559869     7.635446
    0.269752     -8.915860     8.896369
   -0.569131     -3.528610     6.363088
   -0.534307     -1.687901     4.890625
   -2.105264     -1.652558     4.220143
   -5.216251     -3.049137     4.227679
   -4.904918     -4.860220     3.925442
   -2.947525     -5.102685     0.839663
   -4.546028     -4.706892    -0.965703
   -4.021077     -2.962858     0.377082
   -0.761699      0.813675     0.893977
   -0.075624      4.260683     1.212586
    1.348242      5.407001     0.251561
    3.086299      5.043693    -2.135409
    2.033018      5.309287    -1.653857
    0.833945      7.182740    -1.591487
   -0.134356      8.510712    -2.632814
   -0.487789      7.759148    -1.910876
    0.112267      7.620633    -1.306662
    0.491427      8.609725    -0.445169
    2.677253      9.705626    -1.167887
    3.378921     11.477728    -3.792385
   -1.021057     12.185373    -4.210007
   -5.416097     11.697843    -3.697270
   -8.462895     11.164576    -3.585003
  -11.980849      9.006037    -1.922050
  -14.454878      6.514597     0.413464
  -14.775827      5.967556     0.348755
  -12.199146      5.330597    -1.546268
   -8.049690      2.974032    -2.867483
   -6.671562     -0.190750    -4.083967
   -7.957174     -3.938696    -3.104231
   -8.185346     -7.140640    -0.239866
   -8.562687     -8.070220    -0.127080
   -9.322827     -6.823331     0.375522
   -8.901827     -4.269519     0.912688
   -8.905725     -3.248203    -1.959732
   -7.683004     -4.694938    -2.967016
   -4.441298     -6.571510    -3.910369
   -3.580066     -7.311380    -4.796030
   -5.306948     -5.599570    -0.810296
   -6.096714     -3.191290     1.489355
   -7.751351     -3.039781     1.816540
   -9.911449     -5.264848     2.723251
   -8.682231     -8.139867     2.936610
   -6.319689    -10.048404     4.441298
   -3.472736    -11.110781     5.008090
    1.076930    -10.443937     4.078770
    5.002892     -7.585810     2.762493
    8.150262     -5.394787     3.258078
   12.000340     -2.514310     4.705073
   14.642250      0.616168     4.167647
   15.459303      0.850577     5.191823
   16.565599      0.598497     5.336054
   16.198653     -0.615908     4.130485
   13.676287     -1.962851     4.489375
    9.994869     -2.265868     4.381266
    4.964430     -4.558502     5.341772
    0.995069     -8.555151     5.039535
   -2.024182    -12.880284     3.042900
   -5.658562    -14.249316     1.797569
   -7.064496    -11.305429    -1.231037
   -4.980023     -7.420528    -2.626057
   -1.335508     -4.108655    -2.089671
    3.352413     -2.219090    -2.897629
    8.180408     -1.224540    -3.861512
   11.028400      0.455045    -6.091777
   11.825443      2.593832    -8.233683
   11.225127      5.405961    -7.601142
    8.193922      8.814248    -5.461315
    2.503655     11.074658    -3.465720
   -3.051216     10.819459    -2.363321
   -6.425459      8.513571    -2.607346
   -9.134157      5.411419    -1.904119
  -10.450954      2.595911    -0.376302
   -9.258898      0.368765    -1.528077
   -8.276563     -1.218563    -3.196747
   -7.015899     -2.201418    -3.341239
   -4.593586     -2.019244    -2.132551
   -1.400737      0.886181     0.245844
    2.478967      4.141400     2.118257
    2.575901      6.057733     2.702721
    1.216484      7.803327     1.458430
    4.018218      7.923130    -0.915027
    6.209761      6.109189    -4.281474
    5.965217      3.502102    -6.895316
    6.725877      1.358637    -6.893757
    7.695738     -0.323027    -6.413764
    6.721719     -2.106043    -4.493273
    3.938956     -3.447268    -2.236242
   -0.151768     -6.300458    -2.487283
   -5.816307     -9.795024    -2.329797
  -10.431203     -9.678079    -3.146071
  -12.137815     -7.640904    -6.008876
  -11.124815     -6.905712    -7.114653
   -6.701968     -6.162203    -6.361529
   -0.540284     -3.048877    -3.209221
    5.309027      3.610991    -0.938156
    9.167681     11.397945    -1.751051
    8.903126     16.001666    -1.770542
    4.472743     17.120697    -1.276776
   -0.108109     16.990758    -1.014560
   -2.962858     14.422394    -1.965970
   -6.221455      8.680671    -2.926995
   -7.711590      2.277562    -2.305369
   -6.358930     -3.606833    -2.889832
   -4.229238     -6.440532    -4.578773
   -2.541337     -6.387777    -5.093849
   -0.924382     -5.371658    -4.339426
    0.600056     -1.946998    -3.538225
    0.990131      1.149176    -1.863838
    1.973766      1.966229     0.980776
    3.656469      2.639571     3.897115
    6.248742      3.021330     6.418702
    8.455878      2.725850     8.157279
    8.075678      1.226360     9.546062
