STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : DENIZLI CARDAK ILCE GIDA TARIM VE HAYVANCILIK MUDURLUGU
EARTHQUAKE DATE         : 2019/08/08 11:25:30 (GMT)
EPICENTER COORDINATES   : 37.85100N-29.58400E
EARTHQUAKE DEPTH (km)   : 10.92
EARTHQUAKE MAGNITUDE    : 6.0 Mw
STATION ID              : 2005
STATION COORDINATES     : 37.82446N-29.66813E
STATION ALTITUDE (m)    : 863
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 52709/101159
RECORD TIME             : 08/08/2019 11:25:27.00 (GMT)
NUMBER OF DATA          : 3776
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 423.363542 (E-W) 274.004174 (U-D) 347.534292
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    1.047304      0.798602     1.691280
    1.573295      0.802760     0.529369
    0.551199      1.096421     0.438672
   -0.658788      0.768716     1.108635
   -0.951150      0.109408     1.151775
   -0.980256      0.851357     0.626044
   -1.557963      1.340705     0.048077
   -2.177250      0.987533     0.584983
   -1.971167      1.063936     0.844860
   -1.983641      0.991171     0.278328
   -1.989358      1.270019     0.459203
   -1.429323      1.358637     0.212320
   -1.139561      1.164249     0.214139
   -0.803020      1.288990     0.188931
   -0.978177      1.663473    -0.347975
   -1.342525      2.371638    -0.114606
   -0.754943      2.626577    -0.457124
   -0.924642      2.794977    -0.537945
   -1.294447      3.175957    -0.622665
   -0.737271      3.700908    -1.281453
   -0.707125      3.657769    -1.534054
   -0.910609      3.321228    -1.481039
   -0.609931      3.278088    -1.529376
   -0.801201      2.462335    -1.672568
   -1.272618      1.922570    -1.000526
   -1.476361      1.343564    -1.340965
   -1.943620      0.294960    -1.423606
   -1.479220      0.403329    -0.675680
   -0.750525      0.101352    -1.123188
   -1.193095     -0.605773    -0.979736
   -1.030152     -0.151248    -1.276776
   -0.554058      0.091217    -1.160091
   -0.680878      0.438932    -0.431396
   -0.765598      1.093043    -0.560295
   -0.691793      1.476881    -0.168140
   -0.551199      1.299645    -0.558736
   -0.871368      1.291849    -0.504421
   -1.253647      2.057446    -0.268193
   -1.452712      1.919971    -0.760920
   -1.430883      1.805366    -0.201924
   -1.389043      1.450633    -0.933478
   -1.593566      0.925942    -1.775480
   -0.845120      0.851097    -1.611757
   -0.359410      0.080042    -2.629176
   -0.453225     -0.156966    -2.503135
    0.935037     -0.338100    -2.183227
    1.312639     -0.758061    -2.760673
   -0.325626     -0.751824    -1.911135
   -0.035603     -0.714922    -1.661394
    0.245064     -0.942574    -1.587589
